week_index,month_index,weekly_mean_error,weekly_p95_error,baseline_mean,baseline_p95,decision
8433,2108,0.50513005,0.5051300525665283,0.002358785131946206,0.002593876922037452,🔴
8434,2108,0.5278024,0.5278024077415466,0.002358785131946206,0.002593876922037452,🔴
8435,2108,0.55245167,0.5524516701698303,0.002358785131946206,0.002593876922037452,🔴
8436,2109,0.5772466,0.5772466063499451,0.002358785131946206,0.002593876922037452,🟡
8437,2109,0.5999402,0.5999401807785034,0.002358785131946206,0.002593876922037452,🔴
8438,2109,0.6234224,0.623422384262085,0.002358785131946206,0.002593876922037452,🔴
8439,2109,0.6467415,0.646741509437561,0.002358785131946206,0.002593876922037452,🔴
8440,2110,0.66994405,0.6699440479278564,0.002358785131946206,0.002593876922037452,🟡
8441,2110,0.6918228,0.6918228268623352,0.002358785131946206,0.002593876922037452,🔴
8442,2110,0.71403515,0.714035153388977,0.002358785131946206,0.002593876922037452,🔴
8443,2110,0.73329407,0.7332940697669983,0.002358785131946206,0.002593876922037452,🔴
8444,2111,0.7529553,0.7529553174972534,0.002358785131946206,0.002593876922037452,🟡
8445,2111,0.7732309,0.7732309103012085,0.002358785131946206,0.002593876922037452,🔴
8446,2111,0.7934927,0.7934926748275757,0.002358785131946206,0.002593876922037452,🔴
8447,2111,0.8165748,0.8165748119354248,0.002358785131946206,0.002593876922037452,🔴
8448,2112,0.8419787,0.8419787287712097,0.002358785131946206,0.002593876922037452,🟡
8449,2112,0.8782549,0.8782548904418945,0.002358785131946206,0.002593876922037452,🔴
8450,2112,0.9160059,0.9160059094429016,0.002358785131946206,0.002593876922037452,🔴
8451,2112,0.95367074,0.9536707401275635,0.002358785131946206,0.002593876922037452,🔴
8452,2113,0.9950559,0.9950559139251709,0.002358785131946206,0.002593876922037452,🟡
8453,2113,1.0316982,1.031698226928711,0.002358785131946206,0.002593876922037452,🔴
8454,2113,1.0691152,1.069115161895752,0.002358785131946206,0.002593876922037452,🔴
8455,2113,1.104295,1.104295015335083,0.002358785131946206,0.002593876922037452,🔴
8456,2114,1.1554148,1.1554148197174072,0.002358785131946206,0.002593876922037452,🟡
8457,2114,1.2058222,1.205822229385376,0.002358785131946206,0.002593876922037452,🔴
8458,2114,1.2577672,1.2577672004699707,0.002358785131946206,0.002593876922037452,🔴
8459,2114,1.3167137,1.3167136907577515,0.002358785131946206,0.002593876922037452,🔴
8460,2115,1.3740593,1.3740593194961548,0.002358785131946206,0.002593876922037452,🟡
8461,2115,1.444063,1.4440629482269287,0.002358785131946206,0.002593876922037452,🔴
8462,2115,1.5139308,1.5139307975769043,0.002358785131946206,0.002593876922037452,🔴
8463,2115,1.5915159,1.5915158987045288,0.002358785131946206,0.002593876922037452,🔴
8464,2116,1.6858137,1.6858136653900146,0.002358785131946206,0.002593876922037452,🟡
8465,2116,1.7798421,1.7798421382904053,0.002358785131946206,0.002593876922037452,🔴
8466,2116,1.8864243,1.8864243030548096,0.002358785131946206,0.002593876922037452,🔴
8467,2116,1.9959316,1.995931625366211,0.002358785131946206,0.002593876922037452,🔴
8468,2117,2.102824,2.1028239727020264,0.002358785131946206,0.002593876922037452,🟡
8469,2117,2.2304435,2.2304434776306152,0.002358785131946206,0.002593876922037452,🔴
8470,2117,2.3562381,2.3562381267547607,0.002358785131946206,0.002593876922037452,🔴
8471,2117,2.4990683,2.499068260192871,0.002358785131946206,0.002593876922037452,🔴
8472,2118,2.6644857,2.6644856929779053,0.002358785131946206,0.002593876922037452,🟡
8473,2118,372.49902,372.4990234375,0.002358785131946206,0.002593876922037452,🔴
8474,2118,5.1996098,5.199609756469727,0.002358785131946206,0.002593876922037452,🔴
8475,2118,3.9487305,3.94873046875,0.002358785131946206,0.002593876922037452,🔴
